_id,Date,Domain,Location,Value,Transaction_count
660f02197c037f5b686b6604,2021-12-31T18:30:00.000Z,EDUCATION,Amritsar,339646,2033
660f02197c037f5b686b6605,2021-12-31T18:30:00.000Z,EDUCATION,Hyderabad,366576,1727
660f02197c037f5b686b6606,2021-12-31T18:30:00.000Z,PUBLIC,Bikaner,662063,2162
660f02197c037f5b686b6607,2021-12-31T18:30:00.000Z,PUBLIC,Bidar,906414,2547
660f02197c037f5b686b6608,2021-12-31T18:30:00.000Z,RETAIL,Durg,714630,1701
660f02197c037f5b686b6609,2021-12-31T18:30:00.000Z,INVESTMENTS,Kochin,561069,2521
660f02197c037f5b686b660a,2021-12-31T18:30:00.000Z,PUBLIC,Pune,1014565,2314
660f02197c037f5b686b660b,2021-12-31T18:30:00.000Z,INTERNATIONAL,Ajmer,456820,638
660f02197c037f5b686b660c,2021-12-31T18:30:00.000Z,RETAIL,Kanpur,1077425,2302
660f02197c037f5b686b660d,2021-12-31T18:30:00.000Z,EDUCATION,Ara,560935,1220
660f02197c037f5b686b660e,2021-12-31T18:30:00.000Z,MEDICAL,Betul,957569,1366
660f02197c037f5b686b660f,2021-12-31T18:30:00.000Z,RETAIL,Daman,374143,1483
660f02197c037f5b686b6610,2021-12-31T18:30:00.000Z,EDUCATION,Doda,931420,1536
660f02197c037f5b686b6611,2021-12-31T18:30:00.000Z,INTERNATIONAL,Kolkata,812575,1576
660f02197c037f5b686b6612,2021-12-31T18:30:00.000Z,EDUCATION,Lucknow,875990,570
660f02197c037f5b686b6613,2021-12-31T18:30:00.000Z,RETAIL,Lucknow,982594,1303
660f02197c037f5b686b6614,2021-12-31T18:30:00.000Z,PUBLIC,Srinagar,1156449,1027
660f02197c037f5b686b6615,2021-12-31T18:30:00.000Z,RESTRAUNT,Patiala,994607,1179
660f02197c037f5b686b6616,2021-12-31T18:30:00.000Z,EDUCATION,Hyderabad,892042,658
660f02197c037f5b686b6617,2021-12-31T18:30:00.000Z,RESTRAUNT,Ranchi,566970,1837
660f02197c037f5b686b6618,2021-12-31T18:30:00.000Z,EDUCATION,Betul,325462,2405
660f02197c037f5b686b6619,2021-12-31T18:30:00.000Z,EDUCATION,Kota,362553,551
660f02197c037f5b686b661a,2021-12-31T18:30:00.000Z,INVESTMENTS,Patiala,920300,1133
660f02197c037f5b686b661b,2021-12-31T18:30:00.000Z,EDUCATION,Bikaner,886262,2332
660f02197c037f5b686b661c,2021-12-31T18:30:00.000Z,RESTRAUNT,Durg,1115719,2062
660f02197c037f5b686b661d,2021-12-31T18:30:00.000Z,RETAIL,Surat,624262,639
660f02197c037f5b686b661e,2021-12-31T18:30:00.000Z,RETAIL,Goa,822331,420
660f02197c037f5b686b661f,2021-12-31T18:30:00.000Z,RESTRAUNT,Goa,324382,873
660f02197c037f5b686b6620,2021-12-31T18:30:00.000Z,RETAIL,Mathura,1147042,2002
660f02197c037f5b686b6621,2021-12-31T18:30:00.000Z,RETAIL,Kolkata,725687,892
660f02197c037f5b686b6622,2021-12-31T18:30:00.000Z,MEDICAL,Patiala,743705,1417
660f02197c037f5b686b6623,2021-12-31T18:30:00.000Z,INVESTMENTS,Banglore,393022,2450
660f02197c037f5b686b6624,2021-12-31T18:30:00.000Z,EDUCATION,Ara,1080755,412
660f02197c037f5b686b6625,2021-12-31T18:30:00.000Z,INVESTMENTS,Kannur,361770,2118
660f02197c037f5b686b6626,2021-12-31T18:30:00.000Z,EDUCATION,Srinagar,1119374,2103
660f02197c037f5b686b6627,2021-12-31T18:30:00.000Z,PUBLIC,Kota,1049127,863
660f02197c037f5b686b6628,2021-12-31T18:30:00.000Z,MEDICAL,Kanpur,808770,2341
660f02197c037f5b686b6629,2021-12-31T18:30:00.000Z,MEDICAL,Ranchi,1151839,1040
660f02197c037f5b686b662a,2021-12-31T18:30:00.000Z,RESTRAUNT,Madurai,1122599,1539
660f02197c037f5b686b662b,2021-12-31T18:30:00.000Z,RETAIL,Tirumala,1097787,1138
660f02197c037f5b686b662c,2021-12-31T18:30:00.000Z,EDUCATION,Kochin,479489,1761
660f02197c037f5b686b662d,2021-12-31T18:30:00.000Z,RETAIL,Durg,960074,1176
660f02197c037f5b686b662e,2021-12-31T18:30:00.000Z,INTERNATIONAL,Doda,905355,1625
660f02197c037f5b686b662f,2021-12-31T18:30:00.000Z,INTERNATIONAL,Ahmedabad,363105,1196
660f02197c037f5b686b6630,2021-12-31T18:30:00.000Z,RESTRAUNT,Bikaner,522053,1830
660f02197c037f5b686b6631,2021-12-31T18:30:00.000Z,RESTRAUNT,Kota,1034473,2219
660f02197c037f5b686b6632,2021-12-31T18:30:00.000Z,INVESTMENTS,Akola,959282,417
660f02197c037f5b686b6633,2021-12-31T18:30:00.000Z,INVESTMENTS,Pune,773068,2251
660f02197c037f5b686b6634,2021-12-31T18:30:00.000Z,INVESTMENTS,Kota,1047403,2106
660f02197c037f5b686b6635,2021-12-31T18:30:00.000Z,PUBLIC,Trichy,609490,2074
660f02197c037f5b686b6636,2021-12-31T18:30:00.000Z,MEDICAL,Doda,1152104,2220
660f02197c037f5b686b6637,2021-12-31T18:30:00.000Z,INVESTMENTS,Surat,394802,899
660f02197c037f5b686b6638,2021-12-31T18:30:00.000Z,EDUCATION,Kochin,622005,1236
660f02197c037f5b686b6639,2021-12-31T18:30:00.000Z,MEDICAL,Betul,1152945,1600
660f02197c037f5b686b663a,2021-12-31T18:30:00.000Z,EDUCATION,Bombay,516369,2414
660f02197c037f5b686b663b,2021-12-31T18:30:00.000Z,INTERNATIONAL,Tirumala,517529,1873
660f02197c037f5b686b663c,2021-12-31T18:30:00.000Z,MEDICAL,Betul,633583,728
660f02197c037f5b686b663d,2021-12-31T18:30:00.000Z,MEDICAL,Goa,568062,413
660f02197c037f5b686b663e,2021-12-31T18:30:00.000Z,PUBLIC,Bhuj,347005,958
660f02197c037f5b686b663f,2021-12-31T18:30:00.000Z,RETAIL,Surat,573312,1188
660f02197c037f5b686b6640,2021-12-31T18:30:00.000Z,PUBLIC,Vellore,1200716,2190
660f02197c037f5b686b6641,2021-12-31T18:30:00.000Z,INTERNATIONAL,Kota,921079,1531
660f02197c037f5b686b6642,2021-12-31T18:30:00.000Z,EDUCATION,Jaipur,307384,490
660f02197c037f5b686b6643,2021-12-31T18:30:00.000Z,INTERNATIONAL,Indore,865301,462
660f02197c037f5b686b6644,2021-12-31T18:30:00.000Z,MEDICAL,Amritsar,1166193,2253
660f02197c037f5b686b6645,2021-12-31T18:30:00.000Z,RESTRAUNT,Bikaner,625844,873
660f02197c037f5b686b6646,2021-12-31T18:30:00.000Z,PUBLIC,Ambala,1117723,1950
660f02197c037f5b686b6647,2021-12-31T18:30:00.000Z,MEDICAL,Surat,910637,776
660f02197c037f5b686b6648,2021-12-31T18:30:00.000Z,RESTRAUNT,Vellore,637085,1358
660f02197c037f5b686b6649,2021-12-31T18:30:00.000Z,MEDICAL,Ara,803397,1683
660f02197c037f5b686b664a,2021-12-31T18:30:00.000Z,INTERNATIONAL,Mathura,1134096,943
660f02197c037f5b686b664b,2021-12-31T18:30:00.000Z,MEDICAL,Goa,640088,502
660f02197c037f5b686b664c,2021-12-31T18:30:00.000Z,RETAIL,Tirumala,308165,1579
660f02197c037f5b686b664d,2021-12-31T18:30:00.000Z,INVESTMENTS,Ajmer,969028,640
660f02197c037f5b686b664e,2021-12-31T18:30:00.000Z,INTERNATIONAL,Trichy,683877,1466
660f02197c037f5b686b664f,2021-12-31T18:30:00.000Z,INVESTMENTS,Bhind,939979,1405
660f02197c037f5b686b6650,2021-12-31T18:30:00.000Z,INTERNATIONAL,Buxar,1185993,2036
660f02197c037f5b686b6651,2021-12-31T18:30:00.000Z,RESTRAUNT,Amritsar,754855,1264
660f02197c037f5b686b6652,2021-12-31T18:30:00.000Z,MEDICAL,Ahmedabad,651360,1741
660f02197c037f5b686b6653,2021-12-31T18:30:00.000Z,EDUCATION,Kannur,418626,1600
660f02197c037f5b686b6654,2021-12-31T18:30:00.000Z,PUBLIC,Delhi,474238,2133
660f02197c037f5b686b6655,2021-12-31T18:30:00.000Z,INTERNATIONAL,Delhi,613828,2434
660f02197c037f5b686b6656,2021-12-31T18:30:00.000Z,INVESTMENTS,Jaipur,737766,452
660f02197c037f5b686b6657,2021-12-31T18:30:00.000Z,INTERNATIONAL,Vellore,1032280,1380
660f02197c037f5b686b6658,2021-12-31T18:30:00.000Z,INVESTMENTS,Madurai,1124432,2009
660f02197c037f5b686b6659,2021-12-31T18:30:00.000Z,MEDICAL,Goa,1177109,694
660f02197c037f5b686b665a,2021-12-31T18:30:00.000Z,MEDICAL,Ludhiana,519184,1552
660f02197c037f5b686b665b,2021-12-31T18:30:00.000Z,INVESTMENTS,Goa,860599,1351
660f02197c037f5b686b665c,2021-12-31T18:30:00.000Z,INTERNATIONAL,Jaipur,600366,2548
660f02197c037f5b686b665d,2021-12-31T18:30:00.000Z,INTERNATIONAL,Ahmedabad,725514,2003
660f02197c037f5b686b665e,2021-12-31T18:30:00.000Z,MEDICAL,Kannur,647386,1826
660f02197c037f5b686b665f,2021-12-31T18:30:00.000Z,RESTRAUNT,Madurai,464624,1965
660f02197c037f5b686b6660,2021-12-31T18:30:00.000Z,MEDICAL,Goa,822183,1561
660f02197c037f5b686b6661,2021-12-31T18:30:00.000Z,INVESTMENTS,Indore,650438,2385
660f02197c037f5b686b6662,2021-12-31T18:30:00.000Z,INTERNATIONAL,Ludhiana,811507,1233
660f02197c037f5b686b6663,2021-12-31T18:30:00.000Z,RESTRAUNT,Kolkata,439680,2471
660f02197c037f5b686b6664,2021-12-31T18:30:00.000Z,RETAIL,Ajmer,838231,1455
660f02197c037f5b686b6665,2021-12-31T18:30:00.000Z,EDUCATION,Akola,1006521,1470
660f02197c037f5b686b6666,2021-12-31T18:30:00.000Z,RESTRAUNT,Bhind,608433,1322
660f02197c037f5b686b6667,2021-12-31T18:30:00.000Z,PUBLIC,Amritsar,1148894,1250
660f02197c037f5b686b6668,2021-12-31T18:30:00.000Z,INVESTMENTS,Trichy,559347,567
660f02197c037f5b686b6669,2021-12-31T18:30:00.000Z,MEDICAL,Bokaro,532750,1832
660f02197c037f5b686b666a,2021-12-31T18:30:00.000Z,RESTRAUNT,Hyderabad,423067,2489
660f02197c037f5b686b666b,2021-12-31T18:30:00.000Z,MEDICAL,Bhind,995800,977
660f02197c037f5b686b666c,2021-12-31T18:30:00.000Z,PUBLIC,Banglore,323118,952
660f02197c037f5b686b666d,2021-12-31T18:30:00.000Z,RETAIL,Daman,1155720,1302
660f02197c037f5b686b666e,2021-12-31T18:30:00.000Z,INVESTMENTS,Daman,654000,489
660f02197c037f5b686b666f,2021-12-31T18:30:00.000Z,RETAIL,Buxar,1087240,1252
660f02197c037f5b686b6670,2021-12-31T18:30:00.000Z,INTERNATIONAL,Trichy,835618,2115
660f02197c037f5b686b6671,2021-12-31T18:30:00.000Z,EDUCATION,Bokaro,517623,1202
660f02197c037f5b686b6672,2021-12-31T18:30:00.000Z,PUBLIC,Kolkata,599068,549
660f02197c037f5b686b6673,2021-12-31T18:30:00.000Z,PUBLIC,Bhuj,1182959,1578
660f02197c037f5b686b6674,2021-12-31T18:30:00.000Z,INTERNATIONAL,Indore,1047374,2297
660f02197c037f5b686b6675,2021-12-31T18:30:00.000Z,INTERNATIONAL,Durg,1121089,2275
660f02197c037f5b686b6676,2021-12-31T18:30:00.000Z,RESTRAUNT,Indore,336427,2028
660f02197c037f5b686b6677,2021-12-31T18:30:00.000Z,RETAIL,Konark,446967,1469
660f02197c037f5b686b6678,2021-12-31T18:30:00.000Z,INVESTMENTS,Bhind,377287,1951
660f02197c037f5b686b6679,2021-12-31T18:30:00.000Z,RESTRAUNT,Akola,418095,918
660f02197c037f5b686b667a,2021-12-31T18:30:00.000Z,INVESTMENTS,Bhuj,1179451,793
660f02197c037f5b686b667b,2021-12-31T18:30:00.000Z,RETAIL,Pune,956456,2111
660f02197c037f5b686b667c,2021-12-31T18:30:00.000Z,EDUCATION,Kolkata,438298,1851
660f02197c037f5b686b667d,2021-12-31T18:30:00.000Z,RESTRAUNT,Srinagar,726918,874
660f02197c037f5b686b667e,2021-12-31T18:30:00.000Z,INVESTMENTS,Jaipur,806718,2516
660f02197c037f5b686b667f,2021-12-31T18:30:00.000Z,RESTRAUNT,Lunglei,1017121,1931
660f02197c037f5b686b6680,2021-12-31T18:30:00.000Z,RESTRAUNT,Ludhiana,383005,1392
660f02197c037f5b686b6681,2021-12-31T18:30:00.000Z,PUBLIC,Kannur,580841,1612
660f02197c037f5b686b6682,2021-12-31T18:30:00.000Z,EDUCATION,Indore,932882,788
660f02197c037f5b686b6683,2021-12-31T18:30:00.000Z,INVESTMENTS,Daman,715151,1077
660f02197c037f5b686b6684,2021-12-31T18:30:00.000Z,MEDICAL,Kota,489981,1194
660f02197c037f5b686b6685,2021-12-31T18:30:00.000Z,EDUCATION,Ranchi,481845,443
660f02197c037f5b686b6686,2021-12-31T18:30:00.000Z,MEDICAL,Buxar,587490,1882
660f02197c037f5b686b6687,2021-12-31T18:30:00.000Z,PUBLIC,Goa,814725,1735
660f02197c037f5b686b6688,2021-12-31T18:30:00.000Z,EDUCATION,Lucknow,421167,2218
660f02197c037f5b686b6689,2021-12-31T18:30:00.000Z,EDUCATION,Durg,1114760,1467
660f02197c037f5b686b668a,2021-12-31T18:30:00.000Z,RETAIL,Hyderabad,1111174,957
660f02197c037f5b686b668b,2021-12-31T18:30:00.000Z,MEDICAL,Hyderabad,341638,872
660f02197c037f5b686b668c,2021-12-31T18:30:00.000Z,INVESTMENTS,Daman,842040,1476
660f02197c037f5b686b668d,2021-12-31T18:30:00.000Z,INTERNATIONAL,Kota,729502,1937
660f02197c037f5b686b668e,2021-12-31T18:30:00.000Z,PUBLIC,Mon,643567,1239
660f02197c037f5b686b668f,2021-12-31T18:30:00.000Z,INTERNATIONAL,Amritsar,1103702,2030
660f02197c037f5b686b6690,2021-12-31T18:30:00.000Z,PUBLIC,Bikaner,341354,1676
660f02197c037f5b686b6691,2021-12-31T18:30:00.000Z,INVESTMENTS,Goa,1049666,1528
660f02197c037f5b686b6692,2021-12-31T18:30:00.000Z,PUBLIC,Surat,1028009,1035
660f02197c037f5b686b6693,2021-12-31T18:30:00.000Z,RESTRAUNT,Bombay,802774,483
660f02197c037f5b686b6694,2021-12-31T18:30:00.000Z,INVESTMENTS,Kolkata,636917,1728
660f02197c037f5b686b6695,2021-12-31T18:30:00.000Z,RESTRAUNT,Ranchi,1085617,2527
660f02197c037f5b686b6696,2021-12-31T18:30:00.000Z,INTERNATIONAL,Bhuj,949386,2156
660f02197c037f5b686b6697,2021-12-31T18:30:00.000Z,RETAIL,Varanasi,961985,1144
660f02197c037f5b686b6698,2021-12-31T18:30:00.000Z,PUBLIC,Varanasi,935577,1937
660f02197c037f5b686b6699,2021-12-31T18:30:00.000Z,EDUCATION,Mathura,363628,557
660f02197c037f5b686b669a,2021-12-31T18:30:00.000Z,RESTRAUNT,Lunglei,386178,1134
660f02197c037f5b686b669b,2021-12-31T18:30:00.000Z,INTERNATIONAL,Kolkata,345562,471
660f02197c037f5b686b669c,2021-12-31T18:30:00.000Z,PUBLIC,Ajmer,1062409,477
660f02197c037f5b686b669d,2021-12-31T18:30:00.000Z,PUBLIC,Bhopal,1182507,584
660f02197c037f5b686b669e,2021-12-31T18:30:00.000Z,RESTRAUNT,Kullu,619101,2305
660f02197c037f5b686b669f,2021-12-31T18:30:00.000Z,INVESTMENTS,Kannur,947996,1711
660f02197c037f5b686b66a0,2021-12-31T18:30:00.000Z,MEDICAL,Madurai,588871,1761
660f02197c037f5b686b66a1,2021-12-31T18:30:00.000Z,INTERNATIONAL,Indore,300897,1425
660f02197c037f5b686b66a2,2021-12-31T18:30:00.000Z,INTERNATIONAL,Bikaner,1002393,2461
660f02197c037f5b686b66a3,2021-12-31T18:30:00.000Z,RESTRAUNT,Kullu,1022945,2351
660f02197c037f5b686b66a4,2021-12-31T18:30:00.000Z,MEDICAL,Vellore,715619,1420
660f02197c037f5b686b66a5,2021-12-31T18:30:00.000Z,INVESTMENTS,Trichy,575603,2140
660f02197c037f5b686b66a6,2021-12-31T18:30:00.000Z,INTERNATIONAL,Lucknow,640683,572
660f02197c037f5b686b66a7,2021-12-31T18:30:00.000Z,EDUCATION,Kannur,637050,1226
660f02197c037f5b686b66a8,2021-12-31T18:30:00.000Z,INVESTMENTS,Daman,846565,562
660f02197c037f5b686b66a9,2021-12-31T18:30:00.000Z,PUBLIC,Bokaro,1127688,913
660f02197c037f5b686b66aa,2021-12-31T18:30:00.000Z,INVESTMENTS,Bhuj,532966,760
660f02197c037f5b686b66ab,2021-12-31T18:30:00.000Z,INTERNATIONAL,Doda,1171605,2489
660f02197c037f5b686b66ac,2021-12-31T18:30:00.000Z,PUBLIC,Delhi,490741,1330
660f02197c037f5b686b66ad,2021-12-31T18:30:00.000Z,RETAIL,Bidar,881421,2198
660f02197c037f5b686b66ae,2021-12-31T18:30:00.000Z,RETAIL,Vellore,305418,2148
660f02197c037f5b686b66af,2021-12-31T18:30:00.000Z,MEDICAL,Hyderabad,1185447,1304
660f02197c037f5b686b66b0,2021-12-31T18:30:00.000Z,PUBLIC,Ludhiana,993783,465
660f02197c037f5b686b66b1,2021-12-31T18:30:00.000Z,EDUCATION,Jaipur,699605,568
660f02197c037f5b686b66b2,2021-12-31T18:30:00.000Z,INTERNATIONAL,Ajmer,506944,1866
660f02197c037f5b686b66b3,2021-12-31T18:30:00.000Z,PUBLIC,Buxar,1078028,1819
660f02197c037f5b686b66b4,2021-12-31T18:30:00.000Z,INVESTMENTS,Pune,1064407,2232
660f02197c037f5b686b66b5,2021-12-31T18:30:00.000Z,EDUCATION,Bokaro,357460,897
660f02197c037f5b686b66b6,2021-12-31T18:30:00.000Z,RETAIL,Indore,836263,1521
660f02197c037f5b686b66b7,2021-12-31T18:30:00.000Z,PUBLIC,Ara,1058654,690
660f02197c037f5b686b66b8,2021-12-31T18:30:00.000Z,MEDICAL,Ajmer,1108681,2124
660f02197c037f5b686b66b9,2021-12-31T18:30:00.000Z,RESTRAUNT,Kanpur,399941,2077
660f02197c037f5b686b66ba,2021-12-31T18:30:00.000Z,RETAIL,Pune,1176454,930
660f02197c037f5b686b66bb,2021-12-31T18:30:00.000Z,EDUCATION,Kannur,588948,1346
660f02197c037f5b686b66bc,2021-12-31T18:30:00.000Z,INTERNATIONAL,Bhind,786160,681
660f02197c037f5b686b66bd,2021-12-31T18:30:00.000Z,INVESTMENTS,Varanasi,518375,1886
660f02197c037f5b686b66be,2021-12-31T18:30:00.000Z,MEDICAL,Mon,850255,2456
660f02197c037f5b686b66bf,2021-12-31T18:30:00.000Z,RETAIL,Vellore,1139844,454
